,product,title ,rating,body
50,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",When connected throuhg bluetooth  it goes off automaticaly every 5-10 mins,1.0,When connected throuhg bluetooth  it goes off automaticaly every 5-10 mins.Its very tight to for ears. after long use ears will hurt
51,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Allrounder headset,5.0,Light weight and its ear cushion very comfortable. Excellent sound quality and Noise Cancellation. Deep bass is really amazing in this price range. Fast Bluetooth Connectivity also great Battery life prefect headset go for it.
52,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",headphoness,5.0,The headphones are made up of tough and rigid quality and easy to wear. It covers full ear and has bass and treble which are quite adorable. The color is also vibrant in nature and looks very am.azing while wearing.
53,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Better at this range,5.0,Sound quality of the headphone is pretty decent. Battery backup is almost 9-10 hours so you can prefer this one while travelling. As per noise cancellation it works well inuf. The best thing which I like is its design and it is very comfortable.
54,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Took for attending online meeting calls,4.0,"Meets expectations...can also connect to phone with the wire provided without using the headphone battery and bluetooth. Only problem i face is my cell phone doesnt hve a good processor and cannot take the load of connecting by buletooth and being on internet calls like zoom and whatsapp at the same time, so i use the wire connection instead. Usual phone call no problems faced. These type, over the headphones, are good for long meeting calls."
55,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Review after half a year of usage,3.0,"So at the beginning when I got it it worked well and good, I was happy with the product.Fast forward 3 months , the volume down button doesn't work anymore. The hinge which makes the pad go up and down became very loose.4 months later I accidently dropped it from knee level , the main on switch completely broke, build quality is down the slope (it is cheap so that is there to consider )And since main switch broke I have been using it on aux the entire team since.Battery is the one thing which i find good about it, lasted around 2- 2 1/2 days using almost 7 -8 hours a day.If you ask me , I feel it's worth it, for a cheap price I'm still able to use it with aux"
56,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",A good option in a budget segment,5.0,"I am using this headphone from past 1 week and below are the points what I noticed.First impression was very good as it comes with some premium looking plastic and good built quality.Bass is very good,I didn't expect that much.Yes, ptron can work on low,mid and high as they are not up to the mark but you have to consider the price also as the company charge very small amount, I am very much ok with it.Overall experience is a very big thumbs up."
57,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Lag in Bluetooth,1.0,"Audi is lagging in Bluetooth mode even in 100% battery available, but works good in AUX. But i purchased this product for to use in Bluetooth mode. No return only replacement is there."
58,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)","DAMAGE ears, POOR BATTERY, POOR QUALITY OVERALL",1.0,"Your browser does not support HTML5 video.


   Don't purchase. Bluetooth sound is too high when connected to laptop DAMAGING EARS. baterry doest last long for 10 min and gets disconnected. The wire connector is also poor quality and got separated.Repenting after purchase."
59,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Mat Black Color Wireless Headphone,5.0,I am using this bluetooth headphone for the last 1 month. It is a premium quality headphone without wire. I also play pubg game with this headphone. no doubt its batery backup is enough for a gamer and it also has a mic so that we can also communicate with our teammate that is realy useful feature for a gamer. it is an adjustable and comfertable headphone.I recived this headphone before the delivery date.in this box i got1. headphone2. 1 charging data cable3. a 3.5mm aux cable (to connect any device)4. user manual
60,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Perfectly marvellous,5.0,"Wanted this kinda headphones from so long, finally got it. Sound quality is perfectly awesome . I m damm sure after  u get it , u will feel same. Saxy quality boss 🔥"
61,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Glamorous and value for money 😍😍😍,5.0,"This product is one of a kind in the market and it is just awsome... loved the design.... the noise cancellation is upto the mark as well as the bass quality is just perfect for cheering up your mood with some hip hope music... just connect it and thats it,, u will be in another world..."
62,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Premium look and super comfy,5.0,These are super comfortable and premium looking headphones. Beautifully designed with very good matt finishing. The ear cushion provides a comfy experience. The sound quality is fabulous and does not give a pain in the ear. It's noice cancellation allows u to just concentrate and feel the music. The product comes with a charing cable for charging and an aux cable which can be connected directly to the phone if we want as it saves charging.
63,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Fake warranty and they don't have service center,2.0,I bought this product 2 month back and not it is not working since this product has warranty of 1 year. I am try to find thier service center but they don't have any service center in NCR region. I have also tried to contact thier customer care but they are also showing busy and never get the call back from them. please keep this in mind you don't get any post sales service and durability of products is poor
64,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Bit disappointed :(,3.0,"Purchased this product after going through the reviews and I got a bit disappointed. The earphones are rightly priced and the sound quality is also good. The headphones work really well with laptop using the aux cable but major issues faced were during calls via Bluetooth. The other person was unable to hear me and even after using the aux cable, my voice was distorted or breaking. Seems to be an issue with either the mic or the aux cable."
65,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Excellent product,5.0,I was very thankful to pTron and also for Amazon for a great product. I didn't expect this sound quality and built quality at this price. Bass of this product is very good and mids are very clear.  It has a good battery backup which gives us long time enjoyment.Very fastly connecting to the mobile and easy to handle to power off and on and also to volume up and down.At this price this is very good and best product. I am using continuously without removing the headphones. Finally loving this product thank u ptron
